IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW
9,0,12,0,8,5,10,2,2,7,8,3,3,40,Michael,Murrer,0,4,0,78,0,0,0,1,0,0,0,0,40,0,91,0,68,2122,0,0,81,13,44,0,0,51,41,1,67,3,3,0,59,1,1,0,64,241,86,1,71,40,43,0,0,5,2488,25,40,0,38,0,0,0,0,0,0,5,0,0,1,1,1,10,40,77,0,56,17,0,0,0,0,192,40,0,0,52,67,66,53,0,0,0,40,44,4,3,48,1,15,67,68,5,8,26,41,10,11,73,9,71,73,8,53,4,10,0,25,71,70,64,25,63,25,63,32,44,0,1
8,0,10,0,0,10,5,10,0,10,9,13,13,36,Edgar,Philpots,2,10,10,60,0,0,0,2,0,0,0,0,36,0,83,0,46,9577,1,0,64,228,40,0,0,31,72,0,59,4,4,0,36,2,2,0,62,242,83,0,57,72,72,0,0,20,1594,37,37,0,78,0,0,0,0,0,0,5,0,1,2,2,1,5,36,36,0,36,40,0,0,0,0,94,36,0,0,36,75,65,62,1,1,0,71,73,4,0,25,5,5,54,39,21,37,21,25,15,20,72,17,133,58,0,38,20,16,0,47,42,50,46,41,46,25,59,31,77,0,0
0,0,4,0,7,10,10,0,0,3,9,3,3,39,Yannick,Nelson,2,10,7,64,0,0,0,3,0,0,0,0,39,0,84,0,35,8007,0,0,55,179,40,0,0,33,72,0,40,4,4,0,39,2,2,0,56,243,72,0,39,72,72,0,0,34,1304,35,39,0,73,0,0,1,0,0,0,5,0,1,2,2,1,7,39,39,0,39,18,0,0,0,1,34,39,0,0,39,75,64,71,11,11,0,72,72,1,0,28,5,7,37,26,24,31,15,25,20,20,74,15,124,34,0,39,21,14,0,25,31,27,29,25,29,25,64,25,73,0,0
2,0,7,0,4,6,10,7,0,10,6,3,3,45,Luke,Andrews,2,10,10,80,0,0,0,3,0,0,0,0,39,0,77,0,35,6678,0,0,74,3,41,0,0,69,62,0,53,3,3,0,65,2,2,0,68,244,85,1,44,62,65,0,0,5,861,71,61,0,81,0,0,0,0,0,0,5,0,0,1,1,2,4,42,67,0,66,65,0,0,0,0,39,39,0,0,68,75,64,70,0,0,0,62,64,2,0,68,3,4,34,41,0,26,6,66,29,0,75,0,67,49,5,67,10,10,0,61,27,31,30,63,26,58,65,58,65,0,0
6,0,11,0,7,10,10,4,0,10,6,3,3,37,Jamal,Spain,0,6,10,69,0,0,0,2,0,0,0,0,37,0,76,0,35,1194,0,0,86,191,40,0,0,58,25,0,36,3,3,0,59,1,1,0,74,245,78,1,37,37,37,0,0,17,1715,47,61,0,25,0,0,0,0,0,0,5,0,0,1,1,1,3,37,82,0,88,49,0,0,0,0,233,37,0,0,66,49,58,58,0,0,0,25,29,5,3,53,1,3,35,46,5,4,10,59,29,26,70,10,17,38,0,70,10,10,0,77,27,29,29,49,27,54,55,45,32,0,1
4,0,11,0,6,4,2,8,0,0,3,3,3,44,Nick,Harrison,1,3,2,74,0,0,0,2,0,0,0,0,44,0,68,0,73,48,0,0,61,120,40,0,1,53,28,0,78,3,3,0,51,2,2,0,53,246,85,1,78,72,71,0,0,34,1714,35,44,0,71,0,0,0,0,0,0,5,0,2,2,2,1,8,44,66,0,44,22,0,0,0,0,174,44,0,0,49,70,66,56,13,13,0,27,36,2,3,46,3,10,73,47,21,0,21,41,8,20,78,16,96,67,0,52,10,16,0,29,61,66,66,33,79,27,64,33,32,0,0
12,0,11,0,8,4,2,8,0,0,3,3,3,43,Blake,Morris,0,3,2,73,0,0,0,3,0,0,0,0,43,0,76,0,75,2567,0,0,67,81,40,0,0,54,39,0,74,4,4,0,53,2,2,0,66,247,85,0,75,69,65,0,0,34,860,33,43,0,65,0,0,0,1,0,0,5,0,2,1,1,1,8,43,64,0,44,34,0,0,0,0,81,43,1,0,43,81,70,53,11,11,0,38,29,5,0,45,1,11,75,44,21,10,21,43,8,20,77,16,95,78,0,52,10,16,0,27,58,58,67,26,74,33,70,25,26,0,0
12,0,11,0,10,8,10,5,0,10,7,3,3,38,Kobe,Peart,2,8,7,68,0,0,0,1,0,0,0,0,38,0,84,0,59,4931,0,0,76,163,56,0,0,55,25,0,59,3,3,0,71,1,1,0,74,248,79,1,59,38,38,0,0,5,2315,25,38,0,33,0,0,0,0,0,0,6,0,1,1,1,2,14,38,80,0,40,19,0,0,0,0,96,38,0,0,51,60,48,50,0,0,0,25,28,5,0,47,1,18,67,73,0,19,6,52,30,0,71,0,37,71,0,52,0,1,0,65,32,48,48,25,48,35,48,25,30,0,0
9,0,0,0,4,10,10,4,0,10,6,3,3,43,Martell,Haikins,0,6,10,82,0,0,0,3,0,0,0,0,43,0,84,0,67,8021,0,0,85,201,40,0,0,67,41,0,47,3,3,0,68,1,1,0,85,249,86,1,60,43,43,0,0,15,1459,35,43,0,30,9,9,0,0,0,0,5,0,1,1,1,2,12,56,89,0,52,21,0,0,0,0,128,43,0,0,62,49,69,76,0,0,0,41,42,1,3,63,1,16,72,74,5,31,10,60,29,26,70,10,30,65,8,63,10,10,0,65,79,79,54,40,53,28,65,25,40,0,1
11,0,5,0,8,6,10,7,0,10,6,3,3,37,Tyler,Fatukasi,1,10,10,78,0,1,1,2,0,0,0,0,37,0,78,0,35,4098,0,0,83,193,58,0,0,56,28,0,36,3,3,0,55,1,1,0,79,250,78,1,39,37,37,0,0,17,1713,41,48,0,28,0,0,0,0,0,0,5,0,1,1,1,2,3,37,75,0,83,49,0,0,0,0,232,37,0,0,72,40,55,61,10,10,0,29,28,2,0,51,1,3,34,44,0,16,6,50,29,0,72,0,20,38,5,76,10,10,0,65,29,29,28,49,27,54,52,55,30,0,1
3,0,10,0,0,10,5,10,0,10,9,3,3,36,Trevor,Williams,1,10,10,66,0,0,0,3,0,0,0,0,36,0,80,0,33,9591,0,0,49,115,40,0,0,30,68,0,33,4,4,0,36,2,2,0,60,251,73,0,36,68,68,0,0,34,695,34,36,0,65,0,0,1,0,4,0,5,0,1,2,2,2,6,36,36,0,36,35,0,0,0,1,39,36,0,4,33,69,57,66,0,0,0,67,69,5,0,25,3,6,35,29,21,37,21,25,15,20,75,17,119,54,0,36,20,16,0,42,25,25,25,44,26,25,65,30,73,0,0
4,0,8,0,5,5,10,7,0,10,6,0,0,70,Christian,Mageo,2,10,10,77,0,0,0,2,0,0,0,0,37,0,71,0,35,8223,0,0,68,1,42,0,0,50,35,0,25,4,4,0,52,2,2,0,65,252,74,0,37,37,39,0,1,17,1712,38,56,0,25,0,0,0,0,3,0,5,0,0,1,1,0,0,73,68,0,46,45,0,0,0,0,96,37,0,3,58,62,57,66,0,0,0,34,39,4,0,39,1,0,25,41,4,32,6,46,29,0,76,0,53,32,5,39,10,10,0,65,25,25,25,59,25,58,57,57,42,0,1
9,0,13,0,4,10,10,4,0,10,6,3,3,42,Brandon,Allen,0,6,10,81,0,0,0,1,0,0,0,0,42,0,91,0,58,3647,1,0,80,213,58,0,0,50,40,1,33,3,3,0,61,1,1,0,82,253,76,1,54,42,42,0,0,5,2388,35,47,0,33,0,0,0,0,6,0,5,0,1,1,1,1,12,48,83,0,48,17,0,0,0,0,220,42,0,6,60,44,52,56,0,0,0,41,42,4,0,50,1,16,55,52,5,14,10,52,29,26,74,10,22,40,8,61,10,10,0,70,66,64,56,26,44,36,50,27,40,0,0
13,0,6,0,9,5,10,2,0,7,8,3,3,42,Robert,Brodie,2,4,0,83,0,0,0,3,0,0,0,0,42,0,87,0,63,8711,0,0,74,204,40,0,1,48,55,0,78,4,4,0,64,2,2,0,66,254,88,1,81,56,55,0,0,20,565,25,42,0,55,0,0,0,0,0,0,5,0,0,1,1,2,11,42,77,0,73,22,0,0,0,0,46,42,0,0,53,75,69,53,0,0,0,56,55,0,3,54,1,14,64,64,5,34,26,44,10,11,73,9,74,64,8,57,4,10,0,25,69,68,80,25,73,25,71,25,53,0,0
8,0,9,0,0,5,10,7,0,10,6,0,0,75,Des,Buys,0,10,10,83,0,0,0,3,0,0,0,0,44,0,65,0,35,10937,1,0,66,128,46,0,1,54,42,0,45,3,3,0,56,2,2,0,60,255,80,1,44,44,44,0,1,0,694,55,66,0,25,0,0,0,1,0,0,5,0,1,1,1,1,0,81,70,0,64,50,0,0,0,0,41,44,1,0,53,59,67,65,10,10,0,43,43,3,0,39,1,0,33,38,4,42,6,44,29,0,78,0,63,34,5,53,10,10,0,67,28,27,26,65,25,58,71,65,38,0,1
4,0,0,0,8,0,5,7,1,4,1,3,3,37,Earnest,Douglas,1,7,4,76,0,0,0,2,0,0,0,0,37,0,93,0,78,4915,0,0,81,180,40,0,0,38,44,0,71,3,3,0,60,2,2,0,71,256,79,1,69,44,51,0,0,20,1593,25,37,0,39,0,0,0,0,0,0,5,0,0,1,1,1,11,37,69,0,50,29,0,0,0,0,111,37,0,0,48,74,69,48,11,11,0,43,51,0,0,38,1,14,74,62,15,19,23,32,7,5,74,12,80,71,0,54,15,13,0,25,69,68,73,25,62,25,67,25,54,0,1
5,0,4,0,5,6,10,7,0,10,6,3,3,39,Edward,Chamberlain,0,10,10,81,0,0,0,3,0,0,0,0,39,0,81,0,21,10895,0,0,82,241,48,0,0,55,43,0,43,3,3,0,63,2,2,0,76,257,82,1,39,44,39,0,0,17,1303,65,57,0,45,0,0,0,1,0,0,5,0,1,1,1,1,1,39,71,0,62,69,0,0,0,0,104,39,1,0,61,66,61,57,10,10,0,44,38,4,0,65,2,1,33,40,0,42,6,58,29,0,69,0,11,40,5,55,10,10,0,77,43,32,31,73,31,66,59,68,39,0,1
0,0,8,0,7,10,5,10,0,10,9,3,3,37,Joseph,Campbell,2,10,10,63,0,0,0,1,0,0,0,0,37,0,85,0,35,1066,1,0,59,228,45,0,0,33,68,1,35,3,3,0,37,2,2,0,62,258,76,0,37,69,68,0,0,34,2187,38,38,0,63,0,0,1,0,0,0,5,0,1,2,2,1,6,37,37,0,37,39,0,0,0,1,145,37,0,0,34,69,58,66,11,11,0,68,68,2,0,25,3,6,34,27,21,4,21,25,15,20,76,17,156,54,0,40,20,16,0,52,29,25,27,46,27,52,52,34,72,0,0
13,0,2,0,2,6,10,7,0,10,6,3,3,41,Jelani,Greene,1,10,10,88,0,0,0,2,0,0,0,0,41,0,90,0,51,9533,1,0,85,161,40,0,0,60,28,0,57,3,3,0,70,1,1,0,85,259,86,1,76,41,41,0,0,17,1834,38,41,0,26,0,0,0,0,6,0,5,0,0,1,1,1,14,41,84,0,48,43,0,0,0,0,73,41,0,6,61,64,65,53,0,0,0,27,25,3,0,64,3,18,64,70,0,37,6,53,29,0,71,0,42,71,5,62,10,10,0,59,60,63,55,39,53,41,62,25,21,0,1
2,0,5,0,1,0,5,7,0,4,1,3,3,54,Jacob,Erickson,2,7,4,83,0,0,0,2,0,0,0,0,39,0,91,0,65,4380,0,0,72,89,40,0,0,42,37,0,67,3,3,0,61,2,2,0,71,260,83,1,68,39,39,0,0,15,1711,45,39,0,39,0,0,0,0,3,0,6,0,0,2,2,1,10,56,70,0,41,50,0,0,0,0,121,39,0,3,36,69,63,52,10,10,0,37,38,5,3,46,3,15,71,65,15,17,23,41,7,5,72,12,80,72,0,57,15,13,0,51,68,74,60,74,58,81,61,40,39,0,1
5,0,10,0,7,8,10,5,0,10,7,3,3,47,Nephi,Quessenberry,0,8,7,76,0,0,0,2,0,0,0,0,41,0,87,0,60,10045,0,0,88,157,46,0,0,50,38,0,40,3,3,0,57,1,1,0,78,261,77,1,49,40,41,0,0,15,1833,25,40,0,25,0,0,0,0,0,0,5,0,1,1,1,1,12,40,74,0,47,35,0,0,0,0,162,40,0,0,55,42,59,64,0,0,0,39,40,3,0,49,2,16,61,64,0,39,6,53,30,0,71,0,9,60,7,53,0,1,0,56,71,71,51,56,41,35,57,37,41,0,1
9,0,1,0,1,10,10,0,0,3,9,3,3,41,Laken,Rollins,0,10,7,77,0,0,0,2,0,0,0,0,41,0,76,0,67,2110,0,0,64,174,63,0,0,49,25,0,59,4,4,0,50,2,2,0,65,262,81,0,54,67,68,0,0,34,2109,33,41,0,68,0,0,0,0,0,0,5,0,0,2,2,1,8,41,56,0,41,20,0,0,0,0,211,41,0,0,47,67,55,54,1,1,0,25,25,4,0,42,3,10,69,43,24,8,15,45,20,20,75,15,87,70,0,41,21,14,0,34,54,53,69,37,72,25,53,34,23,0,0
9,0,9,0,3,8,10,5,0,10,7,3,3,42,Devin,Shaw,0,8,7,80,0,0,0,3,0,0,0,0,38,0,77,0,45,3356,0,0,88,166,45,0,0,54,40,0,42,3,3,0,55,2,2,0,76,263,78,1,43,39,38,0,0,5,859,63,57,0,43,0,0,0,0,0,0,5,0,1,1,1,1,1,47,69,0,54,66,0,0,0,0,65,38,0,0,55,60,58,60,11,11,0,39,35,4,0,66,1,1,34,38,0,13,6,50,30,0,74,0,30,44,0,66,0,1,0,55,44,40,29,77,27,67,61,73,37,0,1
6,0,13,0,3,6,10,7,0,10,6,3,3,37,Brandon,Hawkins,2,10,10,75,0,0,0,3,0,0,0,0,37,0,82,0,24,10792,0,0,87,201,56,0,0,53,40,0,26,3,3,0,54,2,2,0,76,264,80,1,41,41,37,0,0,5,439,64,61,0,41,0,0,0,0,0,0,5,0,1,2,2,2,1,37,68,0,56,75,0,0,0,0,38,37,0,0,64,60,60,51,11,11,0,41,36,5,0,65,1,1,27,40,0,42,6,54,29,0,72,0,45,38,5,55,10,10,0,66,25,25,25,61,29,68,61,63,40,0,0
9,0,7,0,8,4,2,8,0,0,3,3,3,39,Les,Silva,2,3,2,65,0,0,0,1,0,0,0,0,39,0,85,0,35,2225,1,0,51,116,53,0,0,34,62,1,36,4,4,0,39,2,2,0,61,265,82,0,69,62,63,0,0,20,2440,37,39,0,71,0,0,1,0,0,0,5,0,1,2,2,1,5,39,39,0,39,40,0,0,0,1,146,39,0,0,30,69,50,58,13,13,0,62,63,5,0,25,5,5,34,21,21,8,21,25,8,20,79,16,133,45,0,39,10,16,0,53,25,30,27,47,28,55,48,35,64,0,0
4,0,11,0,4,10,5,10,2,10,9,13,13,42,Riley,Domann,2,10,10,63,0,0,0,1,0,0,0,0,42,0,80,0,48,1159,0,0,51,58,71,0,0,38,75,1,58,3,3,0,42,2,2,0,61,266,77,0,43,75,67,0,0,34,2646,28,42,0,71,0,0,1,0,0,0,5,0,2,2,2,1,6,42,54,0,42,29,0,0,0,1,185,42,0,0,33,73,58,65,0,0,0,74,67,2,0,25,5,8,58,33,21,4,21,25,15,20,72,17,170,61,0,45,20,16,0,36,42,45,46,33,49,44,53,37,66,0,0
8,0,8,0,8,5,10,7,0,10,6,0,0,68,Caleb,Davis,0,10,10,85,0,0,0,1,0,0,0,0,42,0,82,0,36,5937,1,0,75,13,40,0,1,58,40,1,29,3,3,0,65,1,1,0,75,267,89,1,45,42,42,0,1,0,2575,49,67,0,25,0,0,0,0,0,0,5,0,2,1,1,1,0,80,66,0,71,35,0,0,0,0,142,42,0,0,61,55,67,74,0,0,0,40,42,5,0,58,3,0,22,28,4,23,6,57,29,0,75,0,40,33,5,55,10,10,0,66,29,25,25,76,26,55,50,67,40,0,0
2,0,10,0,7,0,5,7,1,4,1,3,3,46,Tristan,Haynes,2,7,4,75,0,0,0,3,0,0,0,0,37,0,85,0,35,584,0,0,81,117,40,0,1,75,68,0,32,3,3,0,80,2,2,0,68,268,78,1,58,68,65,0,0,17,858,63,57,0,50,0,0,0,0,0,0,5,0,2,2,2,2,4,51,72,0,63,65,0,0,0,0,38,37,0,0,75,68,69,70,11,11,0,68,65,5,0,72,2,4,24,50,15,2,23,74,7,5,75,12,84,57,0,61,15,13,0,60,25,25,26,51,28,49,72,58,67,0,1
6,0,9,0,8,10,5,10,0,10,9,3,3,38,Nathan,Brahms,2,10,10,61,0,0,0,3,0,0,0,0,38,0,91,0,35,10771,0,0,67,23,40,0,0,35,76,0,34,3,3,0,38,2,2,0,73,269,77,0,38,76,72,0,0,34,564,36,38,0,71,0,0,1,0,0,0,5,0,2,2,2,2,6,38,44,0,38,42,0,0,0,1,29,38,0,0,36,79,68,69,0,0,0,76,72,1,3,25,3,8,37,32,21,42,21,25,15,20,73,17,146,53,0,39,20,16,0,46,28,31,27,50,28,28,68,36,74,0,0
3,0,11,0,11,10,10,4,2,10,6,3,3,44,Austin,Kanteman,0,6,10,86,0,0,0,3,0,0,0,0,44,0,92,0,28,11071,0,0,93,35,40,0,0,62,42,0,33,3,3,0,67,2,2,0,85,270,89,1,49,44,44,0,0,15,1458,66,71,0,44,0,0,0,0,0,0,1,0,2,2,2,1,1,44,86,0,66,73,0,0,0,0,112,44,0,0,63,59,76,66,0,0,0,41,43,6,0,72,1,1,33,46,5,43,10,63,29,26,69,10,20,39,0,86,10,10,0,71,25,25,40,87,36,89,77,90,38,0,1
9,0,5,0,7,6,10,7,0,10,6,3,3,42,Rodney,Griffin,2,10,10,85,0,0,0,3,0,0,0,0,42,0,87,0,53,2155,0,0,93,164,46,0,0,75,36,0,72,3,3,0,81,1,1,0,71,271,88,1,89,42,42,0,0,17,353,25,42,0,25,0,0,0,0,0,0,5,0,2,1,1,2,13,42,72,0,69,35,0,0,0,0,10,42,0,0,70,79,75,71,0,0,0,36,25,5,3,78,3,17,74,58,0,8,6,69,29,0,71,0,31,82,5,56,10,10,0,87,60,77,58,25,57,38,73,48,16,0,1
9,0,6,0,3,10,5,10,0,10,9,3,3,38,Tobias,West,3,10,10,71,0,0,0,1,0,0,0,0,38,0,82,0,35,12807,0,0,62,117,78,0,0,42,66,1,35,4,4,0,39,2,2,0,67,272,76,0,38,66,55,0,0,34,2487,31,38,0,59,0,0,0,0,0,0,5,0,2,2,2,2,5,39,39,0,38,39,0,0,0,0,150,38,0,0,39,69,47,58,11,11,0,65,55,6,0,26,5,9,36,26,21,50,21,25,15,20,75,17,150,54,0,41,20,16,0,48,28,32,29,51,27,47,42,35,57,0,0
6,0,4,0,12,0,5,7,0,4,1,3,3,43,Damon,Ali,3,7,4,84,0,0,0,3,0,0,0,0,43,0,84,0,62,3183,1,0,81,234,40,0,1,56,46,0,68,4,4,0,60,2,2,0,62,273,85,1,69,47,52,0,0,17,988,27,43,0,46,0,0,0,0,0,0,5,0,0,1,1,1,11,43,70,0,55,25,0,0,0,0,76,43,0,0,37,79,63,56,14,14,0,47,53,6,3,53,3,14,66,64,15,12,23,46,7,5,72,12,72,62,0,65,15,13,0,29,67,64,70,29,75,30,68,29,50,0,0
2,0,2,0,0,6,10,7,0,10,6,3,3,44,Jeremiah,Haynes,0,10,10,85,0,0,0,2,0,0,0,0,44,0,81,0,40,3155,0,0,88,162,40,0,1,68,25,0,48,3,3,0,61,1,1,0,70,274,85,1,56,44,44,0,0,15,1832,51,56,0,25,0,0,0,0,0,0,5,0,0,1,1,2,3,44,80,0,96,48,0,0,0,0,244,44,0,0,69,57,64,71,10,10,0,25,38,4,0,59,2,3,37,45,0,12,6,69,29,0,75,0,29,41,5,79,10,10,0,73,43,45,37,64,38,73,61,57,34,0,0
11,0,11,0,1,6,10,7,0,10,6,3,3,40,Jalen,Imatorbhebhe,0,10,10,80,0,0,0,2,0,0,0,0,40,0,74,0,48,4431,0,0,76,126,60,0,1,48,27,0,49,3,3,0,69,1,1,0,68,275,83,1,55,40,40,0,0,21,1831,52,41,0,33,0,0,0,0,0,0,5,0,1,1,1,1,3,40,80,0,77,52,0,0,0,0,243,40,0,0,63,40,54,58,6,6,0,28,35,2,0,52,1,3,48,50,0,17,6,45,29,0,69,0,1,35,5,74,10,10,0,68,40,47,45,48,41,51,54,54,36,0,1
5,0,0,0,9,10,5,10,0,10,9,3,3,41,Riley,Noble,1,10,10,71,0,0,0,3,0,0,0,0,41,0,73,0,67,5386,0,0,64,18,40,0,0,42,25,0,77,3,3,0,41,2,2,0,53,276,80,1,74,65,69,0,0,34,1151,25,41,0,65,0,0,0,0,0,0,5,0,1,1,1,1,8,41,63,0,41,18,0,0,0,0,119,41,0,0,36,69,65,51,16,16,0,25,29,4,0,35,3,10,68,41,21,21,21,35,15,20,72,17,94,69,0,61,20,16,0,32,52,56,76,25,80,36,65,30,28,0,0
4,0,13,0,1,10,10,4,0,10,6,3,3,44,Josh,Dieke,0,6,10,83,0,0,0,3,0,0,0,0,44,0,84,0,47,2214,0,0,85,237,40,0,0,78,30,0,34,3,3,0,66,1,1,0,74,277,81,1,46,44,44,0,1,5,857,54,60,0,36,0,0,0,0,0,0,5,0,0,1,1,1,3,44,87,0,92,45,0,0,0,0,143,44,0,0,67,54,69,77,11,11,0,29,32,1,0,74,2,3,44,48,5,8,10,79,29,26,74,10,62,37,0,78,10,10,0,75,41,41,42,46,37,63,68,67,28,0,1
9,0,1,0,5,0,5,7,0,4,1,3,3,41,Zach,Sayles,3,7,4,74,0,0,0,3,0,0,0,0,41,0,80,0,70,4916,1,0,84,26,43,0,0,47,44,0,76,3,3,0,54,2,2,0,59,278,81,1,73,44,52,0,0,15,438,31,41,0,42,0,0,0,0,0,0,6,0,2,1,1,1,11,41,67,0,52,28,0,0,0,0,38,41,0,0,47,74,67,54,0,0,0,44,52,2,3,41,1,14,59,67,15,19,23,39,7,5,71,12,82,73,0,53,15,13,0,39,69,54,82,34,73,25,71,34,51,0,0
8,0,11,0,10,6,10,7,1,10,6,3,3,43,Kenny,Elder,2,10,10,83,0,0,0,1,0,0,0,0,43,0,83,0,49,8765,0,0,79,208,42,0,0,61,25,1,69,3,3,0,76,1,1,0,79,279,84,1,72,43,43,0,0,5,2544,31,43,0,41,0,0,0,0,0,0,6,0,1,1,1,2,14,43,84,0,45,46,0,0,0,0,105,43,0,0,50,70,59,58,11,11,0,26,28,3,0,63,2,18,63,66,0,34,6,53,29,0,73,0,51,62,5,66,10,10,0,49,52,58,61,36,59,25,59,37,24,0,0
0,0,2,0,8,6,10,7,0,10,6,3,3,42,Mike,Reed,2,10,10,77,0,0,0,3,0,0,1,1,48,0,90,0,56,4932,1,0,85,211,47,0,0,56,37,0,71,3,3,0,74,1,1,0,85,280,82,1,72,42,44,0,0,5,987,25,42,0,25,0,0,0,0,0,0,5,0,0,1,1,1,14,42,86,0,49,36,0,0,0,0,29,44,0,0,63,64,68,61,3,3,0,37,44,5,0,57,1,18,67,74,0,19,6,52,29,0,69,0,25,75,5,50,10,10,0,60,56,74,57,38,54,25,67,31,42,0,1
3,0,4,0,10,10,10,0,2,3,9,3,3,41,Nate,Terry,2,10,7,65,0,0,0,2,0,0,0,0,41,0,85,0,36,10930,0,0,62,56,41,0,0,36,78,1,39,4,4,0,47,2,2,0,58,281,88,0,50,77,79,0,0,34,2029,35,41,0,76,0,0,1,0,0,0,5,0,1,2,2,1,6,41,51,0,41,39,0,0,0,1,133,41,0,0,31,79,70,65,14,14,0,77,79,5,0,25,5,8,34,28,24,42,15,25,20,20,76,15,134,50,0,41,21,14,0,48,34,34,31,50,31,25,71,37,78,0,0
3,0,7,0,7,10,5,10,2,10,9,13,13,43,Jordan,Zergiotis,1,10,10,64,0,0,0,1,0,0,0,0,43,0,79,0,36,10946,0,0,54,62,75,0,0,38,66,1,41,4,4,0,43,2,2,0,59,282,71,0,43,66,70,0,0,34,2314,26,43,0,64,0,0,1,0,10,0,5,0,0,2,2,2,7,43,43,0,43,20,0,0,0,1,67,43,0,10,36,79,57,70,11,11,0,66,70,2,0,25,5,7,35,17,21,42,21,25,15,20,75,17,127,36,0,45,20,16,0,27,25,36,26,25,33,25,62,38,66,0,0
9,0,13,0,3,6,10,7,0,10,6,3,3,40,Tymere,Riley,1,10,10,83,0,0,0,3,0,0,0,0,40,0,60,0,35,11036,0,0,84,207,66,0,0,70,29,0,42,3,3,0,68,1,1,0,68,283,82,0,54,40,40,0,0,15,693,54,51,0,37,0,0,0,0,0,0,6,0,0,1,1,2,3,40,83,0,75,54,0,0,0,0,121,40,0,0,76,58,59,59,12,12,0,29,25,2,0,61,3,3,41,46,0,43,6,67,29,0,77,0,42,37,5,72,10,10,0,71,33,33,36,49,36,59,60,62,24,0,1
13,0,13,0,2,10,10,0,0,3,9,3,3,40,Cheyenne,Berger,1,10,7,77,0,0,0,3,0,0,0,0,40,0,87,0,60,4417,0,0,70,132,40,0,0,47,33,0,66,4,4,0,52,1,1,0,70,284,78,1,70,63,63,0,0,34,277,25,40,0,65,0,0,0,0,0,0,5,0,0,1,1,1,8,40,60,0,51,29,0,0,0,0,22,40,0,0,43,73,66,51,11,11,0,32,25,4,0,42,3,11,66,40,24,17,15,40,20,20,75,15,70,73,0,54,21,14,0,27,54,52,75,26,76,25,72,25,18,0,1
9,0,8,0,5,6,10,7,0,10,6,3,3,42,Julian,Mills,0,10,10,83,0,0,0,3,0,0,0,0,39,0,86,0,67,9582,0,0,86,158,40,0,0,64,39,0,31,3,3,0,69,1,1,0,82,285,82,1,57,39,39,0,0,17,986,25,53,0,25,0,0,0,0,4,0,5,0,1,1,1,1,12,47,87,0,47,22,0,0,0,0,77,39,0,4,67,45,66,65,10,10,0,39,39,2,0,71,1,16,67,68,0,37,6,59,29,0,74,0,11,72,8,58,10,10,0,61,79,77,51,30,51,25,64,34,40,0,1
5,0,10,0,2,10,10,4,0,10,6,3,3,43,M.J.,Douglas,0,6,10,83,0,0,0,2,0,0,0,0,43,0,74,0,33,10912,0,0,87,131,56,0,0,55,43,0,35,3,3,0,59,1,1,0,70,286,79,1,43,43,43,0,0,17,1592,43,63,0,27,0,0,0,0,0,0,5,0,1,1,1,1,3,43,86,0,89,47,0,0,0,0,221,43,0,0,57,50,57,65,0,0,0,42,25,5,0,52,1,3,31,44,5,42,10,60,29,26,74,10,53,34,0,71,10,10,0,73,28,28,34,56,32,45,59,62,22,0,1
11,0,6,0,10,10,10,0,0,3,9,3,3,41,Yazeed,Sheriff,0,10,7,71,0,0,0,3,0,0,0,0,41,0,74,0,64,5898,0,0,66,222,51,0,0,41,37,0,69,3,3,0,41,2,2,0,69,287,80,0,61,68,66,0,0,34,1150,35,41,0,64,0,0,0,0,0,0,5,0,0,1,1,1,8,41,64,0,41,36,0,0,0,0,118,41,0,0,38,73,61,55,16,16,0,36,25,3,0,29,1,11,65,42,24,23,15,35,20,20,76,15,80,74,0,42,21,14,0,26,56,55,78,25,70,25,63,25,21,0,1
